id,kraj,powiat,gmina,miasto,ulica,numer,kod_pocztowy,hash
640493,Polska,bieruńsko-lędziński,Bieruń,BIERUŃ,WARSZAWSKA,304,43-155,10ae4fe8b5d95eb86f931a1c37730912056f90d4
642069,Polska,bieruńsko-lędziński,Bieruń,BIERUŃ,KAMIENNA,62,43-155,c8398808f48b543146b5e44fe2cda97bd89c3970
642591,Polska,cieszyński,Istebna,Istebna,,1862,43-470,ec598b06ba1a10c8cd5a2b5d7a93d5a220e43560
642921,Polska,tarnogórski,Świerklaniec,"Nakło Śląskie",Główna,118,42-620,d20db6fa8cb092400cdf851aa1b8754df4ce1eef
643100,Polska,tarnogórski,Świerklaniec,"Nowe Chechło",Grzybowa,14,42-622,58c727fb463f166b42fa41fefc7c0a031a05956f
643836,Polska,tarnogórski,Świerklaniec,"Nowe Chechło",Powstańców,60,42-622,2b9af672fd8a6ce0e93168c3376211bc055dde97
644276,Polska,tarnogórski,Świerklaniec,Świerklaniec,"3 Maja",24,42-622,d75f1fd0709be655fe1b706b3d91ff157c55b1bd
644367,Polska,tarnogórski,Świerklaniec,Orzech,Mickiewicza,17,42-622,6314311cefee4330e755d7bc1e47b57611fc8054
645315,Polska,tarnogórski,Świerklaniec,"Nowe Chechło",Powstańców,88,42-622,fa1683ad4184ba18633da4f9520e6d6e32d9c30b
645830,Polska,tarnogórski,Świerklaniec,Orzech,Wieczorków,44,42-622,a00cb23700ad468abd2f9ade7eec19318dee9b35
646662,Polska,kłobucki,Krzepice,Krzepice,"Kazimierza Wielkiego",58,42-160,d9b5870bdb542358a4f84e186cb6d6cbe1404e0a
647692,Polska,kłobucki,Krzepice,Krzepice,Chopina,42,42-160,e134d29f1e913a0ebb23d2fdd4608e2dd4a42b36
647828,Polska,kłobucki,Krzepice,"Zajączki Drugie","Nowa Wieś",26,42-160,36b0f047375dd3bf18dbec25a5e438aa1ebe0032
648452,Polska,kłobucki,Krzepice,"Zajączki Drugie",Parcele,141,42-160,9c1eb691e298aa98ceb9e270eb20c40fbbed3479
648519,Polska,kłobucki,Krzepice,Krzepice,Dąbrowskiego,50,42-160,9e79890020ed49d36df759b40ce448e254a0a61a
649396,Polska,kłobucki,Krzepice,"Dankowice Pierwsze",,3a,42-160,004f1ec5cb47bbca5d4711c608f54eca11ebb789
653505,Polska,wodzisławski,"Wodzisław Śląski","Wodzisław Śląski","Bolesława Krupińskiego",2,44-300,0747da9b46013f19e9e4cae92b377b6293e86da0
654357,Polska,Częstochowa,Częstochowa,Częstochowa,Warmińska,7,42-202,cbac603ddd2d7198c201724c7eee87a48f77688f
654707,Polska,wodzisławski,"Wodzisław Śląski","Wodzisław Śląski","26 Marca",2,44-300,e5a6ce9bdcd7c14294c771a446b5cbcf428a0b6e
655023,Polska,Częstochowa,Częstochowa,Częstochowa,Bieszczadzka,29b,42-226,24247e4a2c606cb16964ba43bebc78cc621627f9
655025,Polska,Częstochowa,Częstochowa,Częstochowa,Bieszczadzka,31,42-226,2d4246b96bdb72d5b9e565070054040a9fc0455e
657018,Polska,Częstochowa,Częstochowa,Częstochowa,Wiosenna,6,42-215,f18c5e8a3d6b90b5e1e218f77e886daba2e4934b
657323,Polska,Częstochowa,Częstochowa,Częstochowa,Żonkilowa,12,42-224,d8064b98e24dd0961f29cc94004edce6bc9ca7fd
658587,Polska,Częstochowa,Częstochowa,Częstochowa,Wilgotna,13,42-202,e71e3bff634039c494e9054a799640ffa30a28ed
659062,Polska,Częstochowa,Częstochowa,Częstochowa,Meliorantów,65,42-209,d25898f29a4b9a732330356dd9fd1e7b89563e2c
661712,Polska,Częstochowa,Częstochowa,Częstochowa,"Adama Bienia",4,42-208,5310b941af229c27c1e270a0f1657c0776070f9c
662247,Polska,Częstochowa,Częstochowa,Częstochowa,Kościelna,53/63,42-202,f9824da0d899414a987858f631ed343550e3913f
662646,Polska,Częstochowa,Częstochowa,Częstochowa,Legionów,186E,42-202,dcce0e808adc7db2d124d3ae8f600f6f77fc4adc
662775,Polska,Częstochowa,Częstochowa,Częstochowa,"Józefa Chełmońskiego",66,42-202,bc0bf4b3c13bafff856b38e8bfdf113367ff6833
663260,Polska,Częstochowa,Częstochowa,Częstochowa,Karpacka,76,42-271,1fed855106514a631d83573769146da3c8d48ab9
663314,Polska,Częstochowa,Częstochowa,Częstochowa,"Batalionów Chłopskich",127,42-209,d9012b03fd9fbaa12b145b2a84b7eb2843f6b61c
664094,Polska,Częstochowa,Częstochowa,Częstochowa,"Stanisława Wyspiańskiego",14,42-208,d9599c1552f541a39a298c048b5200549bf14a99
664504,Polska,Częstochowa,Częstochowa,Częstochowa,Jurajska,67,42-202,ba3f0592142809f90b15bc788730cece3579ae6c
664880,Polska,Częstochowa,Częstochowa,Częstochowa,Drzewna,21A,42-280,a1f6791ed12236534217281214d45d20811c5c1f
667740,Polska,Częstochowa,Częstochowa,Częstochowa,"Daniela Chodowieckiego",16,42-202,4ab5164f525cba3682c027f0af96a86cc3edf3b7
668355,Polska,Częstochowa,Częstochowa,Częstochowa,Żurawia,7,42-221,1b83943a8bd8cfa35b9092a9ae458ee488d4706a
668940,Polska,Częstochowa,Częstochowa,Częstochowa,Okólna,30a,42-218,816e6294df6fc21087174ebd36e5eb1c61b8e8ff
670039,Polska,Częstochowa,Częstochowa,Częstochowa,"Marszałka Edwarda Rydza-Śmigłego",28,42-229,5ca24d195c044ba1ab1c77ba05a591c3c17c780b
671574,Polska,Częstochowa,Częstochowa,Częstochowa,Kolorowa,87,42-280,efd41534bf1aad21fdabcb8e982583b5088a354b
671829,Polska,Częstochowa,Częstochowa,Częstochowa,Huculska,164,42-280,2db9cae15a1c016aada45b670dd4b972e9a48c49
672220,Polska,Częstochowa,Częstochowa,Częstochowa,"Fiodora Dostojewskiego",11,42-209,691197ab2794995d7ce36a18e282447a630a96fe
672737,Polska,Częstochowa,Częstochowa,Częstochowa,Wręczycka,68a,42-202,f2f5bb7601cbf71b805d6a58acd57b58b9f48c8e
673256,Polska,Częstochowa,Częstochowa,Częstochowa,Kiedrzyńska,116,42-215,61cad8678b54d4d5df2a54db477064f21e6f2809
673581,Polska,Częstochowa,Częstochowa,Częstochowa,"Mirona Białoszewskiego",6,42-209,02ae199b73a781331eb93175b303e08a3a7a9e1b
674056,Polska,Częstochowa,Częstochowa,Częstochowa,Liliowa,2,42-224,7251d72a62cb13282650573b07126da7cfa23efc
674607,Polska,Częstochowa,Częstochowa,Częstochowa,"Bolesława Limanowskiego",152,42-208,f456499b89675a30b708cb6d7cc5d5a2dc7e2b5f
676138,Polska,Częstochowa,Częstochowa,Częstochowa,Konwaliowa,38,42-280,cfd492a9ee4b70c22538ee1a0c27b06957996c69
676273,Polska,Częstochowa,Częstochowa,Częstochowa,"gen. Kazimierza Pułaskiego",4/6,42-226,59c729f7e05427c77f48e347a75f6aa6830b528a
676717,Polska,Częstochowa,Częstochowa,Częstochowa,Młodości,20a,42-215,e1c845eb581853b9039c161142ca5b34807c71db
677090,Polska,Częstochowa,Częstochowa,Częstochowa,"Ignacego Łukasiewicza",34,42-209,7bfe5b8f366231157cef05abe5b4f7223e74d5b8
677138,Polska,Częstochowa,Częstochowa,Częstochowa,Zielna,17/19,42-209,dda776fd1c78c786a06336d2ffb0ba6f3129c58b
677207,Polska,Częstochowa,Częstochowa,Częstochowa,"Jana Parandowskiego",5,42-209,ed5e6d2c202922c5d40f3c8c23337aca1b988076
677623,Polska,Częstochowa,Częstochowa,Częstochowa,"Józefa Chełmońskiego",19,42-202,942c816f5282cade48dfda4aaf56b88511eafe20
677625,Polska,Częstochowa,Częstochowa,Częstochowa,"Józefa Chełmońskiego",25A,42-202,58780871ddc16b7c515e6a84b4c7bfaa376e037b
679164,Polska,Częstochowa,Częstochowa,Częstochowa,"prof. Stanisława Kontkiewicza",6,42-209,457e9a97190bcb8ca0d84c761b197913feeb6db4
679584,Polska,Częstochowa,Częstochowa,Częstochowa,Brzezińska,21,42-208,4db6f2530be8c11408f8c90edff0df0cf4d5b30b
679799,Polska,kłobucki,Miedźno,Borowa,Główna,37,42-120,ffd02c69dbeb80975b2b036e0eb2022a3fd6595f
679898,Polska,kłobucki,Miedźno,Miedźno,"Henryka Sienkiewicza",3,42-120,ff8f587fb23f6ccc0e1354b2ba93ce8fe8fc6495
681293,Polska,Częstochowa,Częstochowa,Częstochowa,"gen. Michała Tokarzewskiego-Karaszewicza",18,42-221,ba29571428b78b44bc29a257dac50c63ac21dc9b
681791,Polska,Częstochowa,Częstochowa,Częstochowa,"prof. Aleksandra Brücknera",19,42-209,f3569e641aee9541ba769f35312a4167d56701ff
682398,Polska,Częstochowa,Częstochowa,Częstochowa,Równoległa,63,42-216,a1459e8e6c3c57b7d1be2b1aafcacfc4acc3b244
683574,Polska,kłobucki,Miedźno,Miedźno,Wyzwolenia,56,42-120,a642a003820e9aa0cdda57fb962e39809743d2bc
683797,Polska,Częstochowa,Częstochowa,Częstochowa,Kaszubska,14,42-202,7580d88c7fabe0bf16d23310ebdf18fccb171392
684360,Polska,Częstochowa,Częstochowa,Częstochowa,Tatrzańska,57,42-280,80f976ff1ac9ff55fe959a7a310ba638b46fee88
684415,Polska,Częstochowa,Częstochowa,Częstochowa,Świerczaki,28,42-208,d874e4ac2990f88dc2605fd761122b24953231b3
686065,Polska,Częstochowa,Częstochowa,Częstochowa,"hetm. Stefana Czarnieckiego",33,42-218,2dee45804ac3b07933e882e2bd627b3d5408d6e5
686211,Polska,Częstochowa,Częstochowa,Częstochowa,Pszenna,40,42-208,069d607e2c271e3820bdd0c5851533b4a114acd2
686686,Polska,Częstochowa,Częstochowa,Częstochowa,Henryki,10a,42-226,2c8d722a4fd0fd51cf3c123c90295993a2b32411
686814,Polska,Częstochowa,Częstochowa,Częstochowa,Gruszowa,69/71,42-215,c91aba6eff4553b8195ca2a1dc5e86844dab78f9
686882,Polska,Częstochowa,Częstochowa,Częstochowa,"Janusza Kusocińskiego",100,42-208,523c7a7e8d2bc04608b2e1cbc94a3b833bcc4f71
687505,Polska,Częstochowa,Częstochowa,Częstochowa,Ostatnia,9,42-271,2199a76dc7b277d69b4eb542a016e85454480cf9
689244,Polska,Częstochowa,Częstochowa,Częstochowa,Bieszczadzka,28/30,42-226,80051f380154f0a8cb37b6cc6c01651a5886169d
689542,Polska,Częstochowa,Częstochowa,Częstochowa,"Prof. Jerzego Kołakowskiego",2G,42-218,d8ed4d136df6af9797f3b7ed0113795aa2d13443
689610,Polska,Częstochowa,Częstochowa,Częstochowa,Legnicka,64,42-202,612ec1dfc5c9c5acbf9c1d49348d8ac8d592b62c
690033,Polska,Częstochowa,Częstochowa,Częstochowa,"Zenona Klemensiewicza",20,42-215,46cefc818aaab1df6f2c58d74be9f430fb721241
690108,Polska,Częstochowa,Częstochowa,Częstochowa,Krótka,19,42-202,745a7801c6ff81da2b0250a584ee5941fc14a841
690538,Polska,Częstochowa,Częstochowa,Częstochowa,"Marka Hłaski",14,42-208,f10ba1745624659ab3be1d7f3d7c03fb91df6304
690752,Polska,Częstochowa,Częstochowa,Częstochowa,"Giuseppe Garibaldiego",3,42-202,a5757785c8e659d6a6c0d43f9780b7a7e30706dc
690867,Polska,Częstochowa,Częstochowa,Częstochowa,"Batalionów Chłopskich",8A,42-209,499af6a54675f5021acad5514ba54d13e9886134
691055,Polska,Częstochowa,Częstochowa,Częstochowa,Łomżyńska,112A,42-280,6c86e051b0282a5c6ab14d7f6b324d42d1891ad8
691598,Polska,Częstochowa,Częstochowa,Częstochowa,"Fiodora Dostojewskiego",21,42-209,64c8f46327d6173956cb3023d29a8bbdce649e77
692222,Polska,Gliwice,Gliwice,Gliwice,"Andrzeja Czoka",60N,44-105,c906448daf70535338f61f5d3cfb526b42253d4b
692482,Polska,Katowice,Katowice,Katowice,Słonecznikowa,48B,40-748,4316352cea5daec70b8bd04d274ea131d5f4a3a9
693626,Polska,bielski,Czechowice-Dziedzice,Czechowice-Dziedzice,Cienista,19b,43-500,6de0851ed7acde01d5fdc4c9f106c26c7b0b3185
694139,Polska,kłobucki,Kłobuck,Kamyk,"Władysława Reymonta",94,42-125,a66fc3b31595586738e64e3dfd977ed71f365df0
694203,Polska,kłobucki,Kłobuck,Biała,Strażacka,35,42-125,d91bc7e3dacbab915748beb9b1500cf4ff58567c
694324,Polska,bielski,Czechowice-Dziedzice,Czechowice-Dziedzice,Lipowska,22h,43-500,f58d1fda29f70741bcc2f88595fbce3cc086b502
695145,Polska,bielski,Czechowice-Dziedzice,Bronów,Woźniacka,29A,43-502,3ea4716e05c7a04184620dad35e732d256ef4bca
695522,Polska,kłobucki,Kłobuck,Lgota,Południowa,100,42-100,65cb5416238b4deaa5719f659fb8b1044bd6e7ef
695738,Polska,bielski,Czechowice-Dziedzice,Czechowice-Dziedzice,"Tadeusza Kościuszki",15,43-500,97a378499d4dda7bb6d349cc29faed67325f597e
696538,Polska,kłobucki,Kłobuck,Kłobuck,"Stanisława Staszica",47,42-100,27b8953431c4a5a84406a73dda062354f377d134
697775,Polska,kłobucki,Kłobuck,Kłobuck,Główna,6,42-100,11dd270596e1d5976e00fffd701c239b12718fb8
698881,Polska,bielski,Czechowice-Dziedzice,Czechowice-Dziedzice,Mazańcowicka,105,43-500,71a07211eac8a27c2dfa92ccfdb23ce8a3b14793
699102,Polska,bielski,Czechowice-Dziedzice,Ligota,"Powstańców Śląskich",58,43-518,838160a9c30687bd5397a83f150ca65ad4ba21b4
700768,Polska,kłobucki,Kłobuck,Łobodno,Nadrzeczna,52,42-125,b25a653abe6cb5ea269040e9683a9bd5ce9a570b
701456,Polska,kłobucki,Kłobuck,Kamyk,"Stefana Żeromskiego",23,42-125,2d9ed6b28ee670ce0d6885026e0ea4d9a336a75b
701696,Polska,bielski,Czechowice-Dziedzice,Czechowice-Dziedzice,Kręta,68B,43-500,92fedc5cb2e90d107c92701645bfb735f0de5d2b
702517,Polska,bielski,Czechowice-Dziedzice,Czechowice-Dziedzice,"Bartosza Głowackiego",47,43-500,e4588b0e328715751954d813b2bb268d00174b95
703384,Polska,kłobucki,Kłobuck,Kłobuck,"Elizy Orzeszkowej",12,42-100,66719a50cfeddbd37bd4a1b542a4d4497c718911
703411,Polska,kłobucki,Kłobuck,Kłobuck,Ogrodowa,22,42-100,9bca28e35b52067dc95f175a0b271ad75fc3b35e
704094,Polska,kłobucki,Kłobuck,Kłobuck,"Wincentego Witosa",63,42-100,f91af62b80354b626e1247db62969a8f4804b0b6
704421,Polska,bielski,Czechowice-Dziedzice,Czechowice-Dziedzice,Pochyła,8,43-500,ec07ffb1bf5c393ec0a9266ff4870bf44c1b7649
704793,Polska,bielski,Czechowice-Dziedzice,Ligota,Bielska,1,43-518,4bc705f03561f892d8fadf50a80ac1da632cd5c6
705411,Polska,bielski,Czechowice-Dziedzice,Czechowice-Dziedzice,Falista,23,43-500,20f45458b70b27b2c478a29e34b4b13ca25e35d1
708979,Polska,bielski,Wilamowice,Pisarzowice,Szkolna,90E,43-332,26027e47106d31150127d3aaffd76be2e0771d37
709248,Polska,bielski,Wilamowice,Wilamowice,"Jadwigi Staneckiej",6,43-330,74ad627516451985de9d4f3acf058c2265e8ace5
709893,Polska,bielski,Wilamowice,Dankowice,Oświęcimska,94,43-331,c838f52596b6e0a1640b26a847cc91146ccd05b3
710414,Polska,bielski,Wilamowice,Pisarzowice,Kwiatowa,2,43-332,e565badf67ecc1e9e8a20eeea041c095dd31dc40
711372,Polska,bielski,Wilamowice,"Zasole Bielańskie",Piękna,81C,43-330,830c2580c3d9b1df0fb8e5bf5c9fc7fab071dfba
712274,Polska,bielski,Wilamowice,Pisarzowice,Leszczynowa,2,43-332,b877d332bfb4e6ac0e5eab86767de0c16c3b3391
712325,Polska,bielski,Wilamowice,Pisarzowice,Ogrodnicza,2A,43-332,6d1e9f488aa257ada802945acbbe95713318fdd6
712330,Polska,bielski,Wilamowice,Pisarzowice,Polna,10,43-332,9217b924876ff5ea0825ab4cff259810a87413f1
714550,Polska,bielski,Jasienica,Rudzica,,242,43-394,121ff6ac6959ddcb028201507101dc1babdff53f
715744,Polska,bielski,Jasienica,Jasienica,,789,43-385,8c83cafdabb45ac77568794b22fae4e87e8b9684
716069,Polska,bielski,Jasienica,"Międzyrzecze Górne",,149,43-392,4e916bb088e5ccfe3063793edc17b6bb402f3726
716517,Polska,bielski,Jasienica,Jasienica,,135,43-385,f0a66583c134328cafab835cac7db2a9538027a7
716762,Polska,bielski,Jasienica,Wieszczęta,,159,43-386,4070b15d7496d53eeb99aaa5644de602acd9e301
716865,Polska,bielski,Jasienica,Łazy,,74,43-386,d6e14dcc21cd694e67d20a13914d2684292e66a4
717274,Polska,bielski,Jasienica,Jasienica,,1510,43-385,2537deef8495e0ef8e739dbc8be30f82ec007f6e
717386,Polska,bielski,Jasienica,"Międzyrzecze Górne",,408,43-392,1f06659967d49fea345213291361ea7d1e8bde66
718082,Polska,bielski,Jasienica,Bielowicko,,141,43-386,f6920f40d4a57ee49e9810faaf9d4d460352ae50
718179,Polska,bielski,Jasienica,Biery,,280,43-386,18c853f4281e751fbd8c45262ddd1759a74658e2
718391,Polska,bielski,Jasienica,Rudzica,,172,43-394,87660e59df41cfde1635da25aedb9652db4ab933
718564,Polska,bielski,Jasienica,Grodziec,,100,43-386,e367603670d2aace1aab1ac2dd1bedce072eef13
719183,Polska,wodzisławski,Gorzyce,Czyżowice,Dworcowa,97D,44-352,fc932cbb0075a2060a4e0098f683048f570c10aa
719894,Polska,bielski,Kozy,Kozy,Nadbrzeżna,105,43-340,b746d4a057fe861e90fe04f4371044be71d749f2
720462,Polska,bielski,Kozy,Kozy,Srebrna,26,43-340,97482eed6f5b5cf24165df27e9b41d7d676bb2cd
721666,Polska,bielski,Kozy,Kozy,Wiosenna,42,43-340,bc5428c30b1013a00e55f120959e722eed0b93e1
721974,Polska,bielski,Kozy,Kozy,Porzeczkowa,20,43-340,a596d2a2b2a64cce43c5ae23b129f6b308d95f21
722957,Polska,bielski,Kozy,Kozy,Bielska,143,43-340,b19596ff90ebc8d71d3243f19b68187415455689
723149,Polska,bielski,Kozy,Kozy,Choinkowa,24,43-340,1b00d33e02cc43405e00543d4178068fb682c6f5
723807,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Teofila Lenartowicza",67,41-219,7d171ce81a331f700e18b378d41469932f07707c
724008,Polska,bielski,Porąbka,Czaniec,Zielona,80,43-354,a9ad19a454f1239e2dd6789183236f9691cca49b
724045,Polska,bielski,Porąbka,Porąbka,Poziomkowa,13,43-353,bab1a7923d6b2ff574f9c524a57d5279dcf8b69e
724393,Polska,bielski,Porąbka,Kobiernice,Żywiecka,12,43-356,35d09e43525128a48e3d1f866e67ad7043a6caff
724480,Polska,bielski,Porąbka,Porąbka,Bracka,9,43-353,4142e929a7f8195fda294d5c5251d70d9e880820
724576,Polska,bielski,Porąbka,Czaniec,Cisowa,9,43-354,c16431bc6f29727bc1ee09bd256711e25b2cbb3e
724584,Polska,bielski,Porąbka,Czaniec,"kard. Karola Wojtyły",126,43-354,cae99f7e219d737b338c5ccb7617079314b21fbd
725329,Polska,bielski,Porąbka,Porąbka,Słonecznikowa,4,43-353,1b0e5dcb3d4e819a287c3299fc0c804a50cfdc17
725435,Polska,bielski,Porąbka,Bujaków,Szkolna,54A,43-356,7dfdae4ab134e8304759b1dc7233178b7be099c8
725864,Polska,bielski,Porąbka,Czaniec,Bukowska,103,43-354,04d493c65695330aefdfa77dac9cb0d450e8d564
725896,Polska,bielski,Porąbka,Kobiernice,Różana,6,43-356,2a14cf0eeffe5c73d49c1d726f20608dfe681719
726021,Polska,bielski,Porąbka,Porąbka,Gajowa,39,43-353,086160a4ad00e40fa4e0baa5029088cb55e5cbde
727335,Polska,bielski,Porąbka,Porąbka,"Wielka Puszcza",73,43-353,ce051ecfdc16a0e02f520156e0e23ff0444574f6
727687,Polska,bielski,Porąbka,Porąbka,Kolista,1,43-353,6728d07bf38778534fab68306685ae8623d0cf6e
727727,Polska,bielski,Porąbka,Czaniec,Bratnia,2,43-354,d327cb3c295fb1184b4caef0cb45d3f13b1f1c83
728280,Polska,bielski,Porąbka,Porąbka,Palenica,31,43-353,f60cda365f586ef25cc4e908623799e927c12db0
728437,Polska,bielski,Porąbka,Czaniec,Bukowa,10,43-354,5acaa90efe04c8d78fa8f96080ac84798434e03b
729936,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Braci Altman",3,41-219,6da6bc6bf8dfe46d9c89187f70df06378b5432e8
730245,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Józefa Ignacego Kraszewskiego",92,41-218,eaec1605bd1e305aa8768baf5edad456a77b7734
732588,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Stefana Kisielewskiego",46,41-219,156b66a5c94c4c815af42b0c5d8b7f9e0f3638bf
733003,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"gen. Józefa Hallera",74,41-214,c462a3655249f738b8ecab860f8be024fa4621b1
733198,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Zakopiańska,9e,41-200,2b414be3fd57838ea8e93158859945cf9cb8dc54
733253,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Słona,8,41-214,06addd5b8f9b4427b799bc1da4284e90550fd4ec
735278,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Stanisława Wyspiańskiego",59,41-219,5bfaec70bad8035269c670f7bd16f2d68dbf9a4d
735394,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Naftowa,61a,41-200,91a01f69c7dde4c6bc76fba92756490b4d5d85b2
735923,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Andrzeja Nogi",10,41-200,248c3527cf616c8a8af487174ecce1cabe12f0bd
736327,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Niwecka,1,41-200,1e5b4958265901002f261069e7b887121963e52d
736691,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Władysława Reymonta",13,41-205,c1e22c98c955ca98c7ddc936ecd8d6ddc3afd27e
738811,Polska,bielski,Wilkowice,Meszna,Orzechowa,3,43-360,77a1cbb26bdaed3b33c43309656d25f75ca3385c
739147,Polska,bielski,Wilkowice,Meszna,Wspólna,19,43-360,70d38e40f98085185c7efbdafdd33989395fd7db
739402,Polska,bielski,Wilkowice,Wilkowice,Kaczeńców,13,43-365,5547264152745bd7dfd506a41a0ebcc5ba2114b4
739469,Polska,bielski,Wilkowice,Bystra,Klimczoka,132,43-360,d08d1481f8faa66c279c42633871e69266f025e4
740164,Polska,bielski,Wilkowice,Meszna,Agrestowa,26,43-360,7fc0025e6359a1ee17d09e5cd935bee2bd606de0
741468,Polska,bielski,Wilkowice,Bystra,Wąska,1,43-360,7267b6abb39614f2a4b8b64b04a6435ffc81bc9b
742887,Polska,bielski,Bestwina,Bestwina,"Gen. Józefa Hallera",12,43-512,d1004c2c57655f01b685e6aa49e9e64d3d55bbfe
743677,Polska,bielski,Bestwina,Bestwinka,"św. Floriana",41,43-512,33b7f8bde69948957d115f022c92f872f8ae5d20
743976,Polska,bielski,Bestwina,Bestwina,Krakowska,121,43-512,f0628ed19f71e3f55b8b5ac8028c2db00dfbbeef
744161,Polska,myszkowski,Niegowa,Niegowa,Sobieskiego,95,42-320,df28f5ef9d87df8335177079d2311e25e1cd13b1
744747,Polska,bielski,Bestwina,Kaniów,Myśliwska,1A,43-514,7d37d56c13dd2e1b314953928fd4259b28cece28
744808,Polska,bielski,Bestwina,Kaniów,"Batalionów Chłopskich",25d,43-514,8d0fd93ce60072b281b47697f1a4a8d57dff64fa
744970,Polska,bielski,Bestwina,Kaniów,Ludowa,42,43-514,d2187d9f4feced63a605e91d23d91389d9e75a89
746188,Polska,bielski,Bestwina,Bestwina,Zacisze,12,43-512,9af6cf59aa9349ac0e75e08664cd7ff4190d3bae
747394,Polska,wodzisławski,Pszów,Pszów,"Osiedle Tadeusza Kościuszki",29,44-370,e8ea35dc910ea8cc271b5b1cd0be326bde518edb
747810,Polska,wodzisławski,Pszów,Pszów,"Księcia Witolda",5A,44-370,213fb21929f6c1392a22ef3ff1e2302387f9db1c
748689,Polska,wodzisławski,Pszów,Pszów,Niepodległości,72B,44-370,4db3fec6d833d2b1ae14894f7d71bce19b5191a1
750700,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Gacka,48,41-218,54dcf9b093d831e8f65acf044041e739330ab975
750748,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Leona Wasilewskiego",6,41-208,87cc9c86d270a963939e455a11d261399e2b9580
751333,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Dębowa,5,41-218,0e62b283ef0cc5d7627d4dd6b54dbc0449320eeb
751439,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Będzińska,51a,41-205,08ecf6527fa222a4e6fca449e553e698a856068d
752034,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Leona Wasilewskiego",21,41-208,d0206501e623fdf46edd12ac4efa7e522874a85e
752042,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Brzozowa,69,41-200,7e77f5159aac0d7edf49bb63fcb4564716c7fb98
752426,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"gen. Mariusza Zaruskiego",3a,41-219,6fa566efa55707523370c24714107a17dff8121b
752503,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Aleksandra Janowskiego",57,41-200,feb75ef427fceaf5658a461481a51d730f6d9c2f
752688,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"gen. Zygmunta Waltera-Janke",23,41-215,896b8151acb8920b6a7457e0fdc3b441349e8b39
753039,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Gabriela Narutowicza",38c,41-200,7df714248d22312b20b7182314f01fe05d885692
753494,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Stroma,67,41-200,f6e5df387b051820cd6410a672930912c007cfd0
753878,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Leśna,1,41-215,8688908fe620de18e019942918ba3325ea0169fe
753944,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"11 Listopada",67,41-208,05fdf84b833d22aa020dc0129fa6006e925d30b1
753998,Polska,Sosnowiec,Sosnowiec,Sosnowiec,"Gustawa Daniłowskiego",16,41-208,a70aee469a6ea4679f4be3c7745dd60915d11b22
754659,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Południowa,39,41-219,1551017be70cdb20fa0207b3dfd609e60a15a70e
755365,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Zielona,1,41-215,b0bd07f73b20d96801fceaea7145ca5ba492b353
755605,Polska,Sosnowiec,Sosnowiec,Sosnowiec,Partyzantów,20,41-200,22fe7c4f6b3513126ad5a61a45653fffca094bf0
755879,Polska,gliwicki,Pilchowice,Nieborowice,Orzechowa,1,44-144,f038a05d548b95d0d00d5881df370386e34baf32
756017,Polska,kłobucki,Popów,"Wąsosz Górny",Powstańców,117,42-110,951c0f50916d18d8401e4786d97641527ef082e0
756300,Polska,kłobucki,Popów,Zawady,"Kornela Makuszyńskiego",98,42-110,7d06ad2780d7b374e18e01202159c20f42652d16
757171,Polska,kłobucki,Popów,Kamieńszczyzna,Lipowa,6,42-110,fa347a42c9448ae1f0b431fe72f0315ab3f702f2
758453,Polska,kłobucki,Popów,Więcki,Długa,90,42-110,2adee464bf52f121f3ff97c1ec2c0d94a867db9d
758616,Polska,kłobucki,Popów,Popów,Szlachecka,30,42-110,bb707cc7e2d085156a987bcc863b55d3671c4138
759017,Polska,kłobucki,Popów,"Rębielice Królewskie","Świętego Rocha",26,42-110,89bed32aac4dcf052e44bb22327e0f802231f09c
759328,Polska,kłobucki,Popów,"Rębielice Królewskie",Główna,49,42-110,7cd576b172f02e0273b1053652bb56a9a95bef0e
