id,kraj,powiat,gmina,miasto,ulica,numer,kod_pocztowy,hash
194899,Polska,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,Kosmiczna,15b,43301,d2c78dc5354877d4a6c6bfc704c7b88dfd43b50d
195386,Polska,wodzisławski,Gorzyce,Gorzyczki,Wiejska,16C,44350,e63ddb8038238626ac73a5f0ca7671cd5d1fc65b
195577,Polska,gliwicki,Knurów,Knurów,"dr. Henryka Jordana",3,44193,5ff75ebe44efbba982498b6fee6ca368ff7e8231
195688,Polska,zawierciański,Ogrodzieniec,Podzamcze,Zuzanka,10A,42440,1c3ae7544af71d1fd9ac222c614bea7fdcf9b28c
195776,Polska,myszkowski,Myszków,Myszków,Koziegłowska,62D,42300,e72e7dde77ba2d8369bc5e5ac9f7090124580e30
195841,Polska,myszkowski,Myszków,Myszków,Kochanowskiego,28,42300,40a1ab49dc37ce680b62518f5c37c4cdb283134b
195888,Polska,"Piekary Śląskie","Piekary Śląskie","Piekary Śląskie",Polna,50,41943,3b810945b944a6031bf0adbc8d369dd2cefab2af
195897,Polska,bieruńsko-lędziński,Bojszowy,Bojszowy,Jedlińska,97A,43220,00d01cbd4c0c3e48fed630396dade5e1ee18c504
195904,Polska,"Piekary Śląskie","Piekary Śląskie","Piekary Śląskie",Braterstwa,22H,41948,368f0186e9ae652c3c826f2e8e30625504b7aa62
196255,Polska,zawierciański,Zawiercie,Zawiercie,"Stanisława Wyspiańskiego",7,42400,65e24064f9485fd6c086dddd4e1eab4adf6e4ec2
196268,Polska,cieszyński,Strumień,Pruchna,Dworkowa,6,43523,5ec624c4cd7432bea4ea4130a8657052f86d84c4
196270,Polska,cieszyński,Strumień,Strumień,"Księdza Londzina",49,43246,ae31f337790dadd0276b44866026f1a3ff78b511
196315,Polska,będziński,Psary,"Góra Siewierska",Kościuszki,130,,940e11c66ef37c3d1a40368f064ccfdd8f93b2c9
196332,Polska,cieszyński,Strumień,Strumień,Zamkowa,1,43246,9f3728ec5d3fecff1f005d9a25a92bdbe112047d
196830,Polska,cieszyński,Strumień,Zbytków,Grabowa,4,43246,06f6a562813f1cb3c9d2a67c8595a5a370b3cf4f
196924,Polska,będziński,Psary,"Góra Siewierska",Kościuszki,82,,05bffa04ddfab31dc0d91fbf2c864b85cf78f26d
196970,Polska,będziński,Psary,Preczów,Polna,29,42512,74b8979b21a5b1bfcccfde078038b2d11bcaa832
197025,Polska,będziński,Psary,"Góra Siewierska",Kościuszki,71,,776c32c72c4a2504ca23290d0283f2cb6200a8a3
197052,Polska,cieszyński,Strumień,Zbytków,Wyzwolenia,93,43246,16c84e573f13bd5ffef8b3dd290b58db765e5c95
197150,Polska,cieszyński,Ustroń,Ustroń,Skowronków,10,43450,9bd9610ee6b7485880766f228e7e92c08081ecba
197265,Polska,będziński,Będzin,Będzin,Piaskowa,42,42506,952a2113a97f943bf3260b29ac3f814a48f48e22
197276,Polska,Jastrzębie-Zdrój,Jastrzębie-Zdrój,Jastrzębie-Zdrój,Energetyków,28,44338,7b239305c04499507aca66054cf11e8498a456b0
197449,Polska,będziński,Będzin,Będzin,Krakowska,71,42500,7812a64323bc230a6aadf34e23564b5de0c94b06
197555,Polska,Jastrzębie-Zdrój,Jastrzębie-Zdrój,Jastrzębie-Zdrój,"K. I. Gałczyńskiego",3C,44330,d7d2324dc712022db41cac1bca9ee7dae9ea87f4
197559,Polska,Jastrzębie-Zdrój,Jastrzębie-Zdrój,Jastrzębie-Zdrój,"K. I. Gałczyńskiego",3E,44330,21afcbe713cb634676a9c0d37236236a3ef7e44b
197717,Polska,raciborski,Nędza,Szymocice,Wiejska,27,47440,5d32dc462cd22b8f158100f1d9cbce495d9b3fa6
197856,Polska,żywiecki,Żywiec,Żywiec,Wspólna,2,34300,820e1e3d98d56570eab09bccbd8308534a763787
197912,Polska,pszczyński,Pszczyna,Pszczyna,Zuchów,5,43200,359f8b9593304390722068810b19d9efe3b59c01
197956,Polska,cieszyński,Skoczów,Pogórze,Baziowa,7,43430,35d517856834f3d168a8eb0a3cb45cf8d8ca441c
198050,Polska,żywiecki,Żywiec,Żywiec,Jodłowa,142,34300,862456cee68732ef288ed2f259e85a8968af9d39
198373,Polska,wodzisławski,Godów,Gołkowice,"1 Maja",231D,44341,11442fafb028ec7d644dbef3f3460ea247b937c0
198437,Polska,pszczyński,Pszczyna,Pszczyna,"Polne Domy",24a,43200,2bddb9071c7612cb64e27e8428e1e56836018d51
198523,Polska,rybnicki,Świerklany,Świerklany,Kościelna,39,44266,fd39b9a8af1ac5e0b1f98f58f2d06ba32da2bb32
198627,Polska,rybnicki,Świerklany,Świerklany,Plebiscytowa,40,44266,d411f8ea36803b498f4b30914d620eccd59cf7f5
198706,Polska,wodzisławski,Godów,Skrzyszów,Olszyńska,15B,44348,c579f9a989cc6c1f0e2153dbc16ea7415d46e640
198826,Polska,raciborski,Racibórz,Racibórz,Mariańska,144,47400,657c693e53af5dc4646c2c3f1d248cb43d68cfde
198830,Polska,żywiecki,Rajcza,Zwardoń,,69,34373,7e1e049559b7e6e45044c8e584a6606da2a1f392
199195,Polska,raciborski,Racibórz,Racibórz,Chorzowska,12,47400,b72d6781f4a25a74fb4b93a5f8041adf86275f8e
199268,Polska,żywiecki,Żywiec,Żywiec,Jaworowa,30A,34300,c35676f65b9a33142b619eaa47ec23159203f558
199300,Polska,tarnogórski,"Tarnowskie Góry","Tarnowskie Góry",Zagórska,173A,42600,b5f232543ba8379e84b3d5d81ddceec82c457fe8
199313,Polska,pszczyński,Pszczyna,Pszczyna,Maków,11,43200,8d7a7231d402a43592e05b405003509f7e9be3b5
199488,Polska,pszczyński,Pszczyna,Piasek,Katowicka,131,43211,d4b1a795a3c9a3f0b27dc80d11a713f448ca0a55
199772,Polska,częstochowski,Starcza,Łysiec,Strażacka,26,42261,65df09c0f03e3a7673311d03c4654ff79fcbc411
199807,Polska,pszczyński,Suszec,Suszec,Szkolna,125,43267,1644d6aa4f1fad7681c892feeb21ce9ba63842f8
199866,Polska,rybnicki,Świerklany,Świerklany,Basztowa,20A,44266,63771d49b6b164acbbe207e3ff968c795abca073
199872,Polska,rybnicki,Świerklany,Świerklany,Kucharzówka,5B,44266,2b69480655ad3c9201d84090f1bbeba50e612732
199945,Polska,częstochowski,Starcza,Łysiec,Dolna,28,42261,ea8e794d664892e51d17d79d500bc9d115e41a41
199955,Polska,żywiecki,Żywiec,Żywiec,Wspólna,14,34300,d8f3d24b3e8aed7f6125903a70bc24cf27b17fa5
200137,Polska,żywiecki,Żywiec,Żywiec,Wspólna,1,34300,d8f77a4a1a6460eb982537f0250b304cf3001f90
200146,Polska,żywiecki,Żywiec,Żywiec,Piaskowa,29,34300,9514725e49677a968cf4568237ef216cee70e040
200223,Polska,pszczyński,Pszczyna,Rudołtowice,"Aleksandra Zawadzkiego",209B,43229,2d757ac87d31e8ad4b301631cbefcfd35cb7bb0c
200302,Polska,rybnicki,Świerklany,Świerklany,Kościelna,57A,44266,f9b7e36173f765a72513d62817f05f59e94af877
200324,Polska,cieszyński,Wisła,Wisła,Partecznik,18A,43460,e3a433ad70c6571f5568005ceaffe73c8157b405
200342,Polska,żywiecki,Żywiec,Żywiec,Sadowa,30,34300,daef7272629d064c1c2717e090212f838be17c5b
200538,Polska,żywiecki,Żywiec,Żywiec,Wichrowa,32,34300,35f146eac282899f1e259b846fb7fe287fb407b7
200704,Polska,raciborski,Krzyżanowice,Bieńkowice,Ogrodowa,23,47451,c8e73ab2f73c01609232cc587b55220a0ec0cafb
200823,Polska,raciborski,Krzyżanowice,Bieńkowice,Bojanowska,3,47451,1f9c678877587cf78b5c44492981e2afb5e49326
200898,Polska,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,"Bohaterów Monte Cassino",440,43382,3025bab04ca3be88d71379bc12769c705c6d783f
201017,Polska,raciborski,Krzyżanowice,Bieńkowice,Szkolna,21,47451,612ce36d1e5738feed8de9e3d9bb0788a780cbc3
201094,Polska,cieszyński,Ustroń,Ustroń,Drozdów,47,43450,266241ef0b56cbe4ec679a8a60f7b0d555b5e4e0
201102,Polska,tarnogórski,"Tarnowskie Góry","Tarnowskie Góry",Morelowa,53,42600,ff5a98a07aff25d5931fede4eb6a6a2a897c3b41
201126,Polska,cieszyński,Ustroń,Ustroń,"Pod Skarpą",6,43450,8d779d513ec894a79d0a5b1470e85b8860c64710
201526,Polska,rybnicki,Jejkowice,Jejkowice,Główna,20C,44290,d9ad9eb8753865e5df3767615a6512e829260fa2
201541,Polska,tarnogórski,"Tarnowskie Góry","Tarnowskie Góry","Aleksandra Puszkina",10,,d126805c7d2211aae6836a2fe343d102b3f3bd89
201595,Polska,bieruńsko-lędziński,Lędziny,Lędziny,Ułańska,78A,43143,81f5e57ce26c218c122fb00afbf6b37aabab4775
201604,Polska,pszczyński,Suszec,Kryry,Skotnicza,23E,43265,3307383e80d3b7a2ddd64769a59a3a05988dba70
201884,Polska,rybnicki,Czerwionka-Leszczyny,Czerwionka-Leszczyny,Pierchały,46,44238,bf509c4f289847926b5c29cc50ce3463bff2cf66
202094,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Modrzewiowa,27,41300,761f9a5728c7a77b96d1303b19fd68b931c8a0d2
202294,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Przelotowa,37,41300,8d9ffa5a1907f7a5a6c7daed4e7b16f018ff0617
202346,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Źródlana,3,41300,600e35deaa6fc9d2447f19442fb3c944950f7a3f
202421,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Działki,25,41300,970b02cf288bbd5f3a3100a1d9473b2274a4c226
202458,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Górna,27,41300,ead0b51ce3ef267400997ee0deaa53ed8cf41297
202652,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Gołonoska,168,41300,4bdbd2385207f7d8e1a4927f1482f535ee23ca33
202808,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Białej Przemszy",41,41300,a461a8f4a6de426ccfcc2c4c96fbbd44ac0eeef9
202848,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Wypaleniska,12,41300,8a6e361deda87e2a57bc0b928eb879777e76c67c
203023,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Obrońców Pokoju",7a,41300,de22d00c17c01246588631a49ce9714c3e72ea4a
203110,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Władysława Orkana",28,41300,d45fd66e058c0f10a7cc7179916e4b330b68edd1
203182,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Szosowa,42a,41300,57f454aaa42fb8ffcb823662e1abde7c4f9f293c
203279,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Jamki,18,41300,f6de2d11e424c7656e7d5918e1c15ef6a5e6ca8c
203418,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Gołonoska,49B,41300,c715b44f239387009f3a128dbe36c83f13c0169a
203703,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Boczna,65,41300,39dfd242f0db25e7fd64dd74abcd967e1cb23212
203707,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","3 Maja",14,41300,64cb1bfd59d7b6989c89a5d2d9f76b51e97787df
203710,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Boczna,64,41300,40232c5be4a56577ab1016f482a5674323a436cb
203741,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Modrzewiowa,67,41300,965e545e5203a7d359532a918fa59794860a07d9
204130,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Główna,135,41300,0f2164d7858f1773f85265a4f83be5334de69c0a
204260,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Siedmiu Szewców",27,41300,86be308e3a6e1f5a0b54dcc42eb1221e641d229f
204279,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Aleja Zwycięstwa",83A,41300,860b280aa67dc14248ea21c6f2167c592bc35474
204395,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Kazdębie,92,41300,8b4ff20d77f6e3232b8ea7df5be132378c6a3d77
204485,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Stawowa,26,41300,a252b61ab64da6130e6febe10f60c966fe30b2da
204696,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Handlowa,6,41300,01b4b0d1cc450702c7557c8c75fb871c344de52f
204930,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Strzemieszycka,240,41300,10005be28dc32da90477ca5a012de84166937b90
204962,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Zakątek,7,41300,85fae7aaf29afc94b6551e9b2e6e517b050e9840
205116,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Hallerczyków,7,41300,16842f03fc158839ade693971765a315492714a1
205272,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Tworzeń,88,41300,f586eddef235ed4c8be3458a841298a26b69a1d3
205338,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Szkolna,40A,41300,15f10126a8c58c7f052b950a141067fc8d28cbc2
205368,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Aleksandra Puszkina",72,41300,77b40a2ebc2fa5365b9801022768bf36429ad9da
205387,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Karsowska,1,41300,fc152f888e9665c6a3e213ba83bddf388213be34
205514,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Spacerowa,34,41300,be0f08c25d42b00ba809ec9f2164f05f05ee6e7a
205654,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Górki,5,41300,8af651f692a0b37d20ed93e320508e1128e62e79
205710,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Strzemieszycka,167,41300,e932aa77e214ad8c1cd72a6ea2f85089513fbe96
205715,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Strzemieszycka,220a,41300,415d2e4d391626edb1fdbc12b3da42da3d5e207a
205722,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Przymiarki,27,41300,9b344741c230f05d69769834ad07c3e172198a74
205837,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Łęknice,26,41300,b84eafe217550249bfe8b690fd5a1c6001354182
206128,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Białej Przemszy",97,41300,29b1e2ad74cd232ed6c14b6bdc071414a4d314fe
206164,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Oświecenia,28,41300,9d9e14332eaeec76571e4288fcb0b5b3df157773
206297,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Łazy Błędowskie",154,41300,8bd49677ccf230311d45d075dc0f79e83076ece8
206355,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Warszawska,24a,41300,2a5039aa21e6e134661a53535a64888d2af3eec1
206358,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Długa,41,41300,54b8544997d82665a32952d48fb8ce3c98d9b713
206425,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Obrońców Pokoju",1a,41300,ac086455889c52cf050aa8e4ff4577d93607afb4
206743,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","3 Maja",12,41300,e45e0caa5cff7d29b1d111488fddeab3866513da
206807,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Topolowa,1,41300,94d7ddc2f7bf4a7a001117d4d4dd2833fd0a79ce
206970,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Tylna,12,41300,dd94e49849ca95b40ee1f1749b3011ddafe6d261
206971,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Ujejska,128a,41300,c6ffe24be984f59f979c29ecd0cdf3f78b4bd71d
206986,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Wilgowa,3,41300,31f048610e2bac5ef7c51188b80354c5f6849e05
207296,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Legionów Polskich",129,41300,9fd08e97fbce63b244c99eedb84fb8911dc87873
207340,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Jodłowa,15,41300,c40f4b1b8f7c9508969f9079f87133961de902d0
207394,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Szklana,11a,41300,48e8b79b987c6219e5f4a8c7ff8c3f2b70c213cd
207715,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Ratanice,2c,41300,ffb87494b87b9dfca3a28a02320e73ce537f06fa
207737,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Sosnowiecka,46a,41300,fe3b1cf65f1806c14ea063bef22b82804504260e
207918,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Chabrowa,25,41300,beb9257e2ec2cca0fd4e39c7a51c983610c4128f
208262,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Grunwaldzka,14,41300,8486221a5abf5c255a693aa8277d2684b0ba52b0
208445,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Jaworowa,26,41300,8616a03be2d92f033dabe0494a18908dc5390451
208842,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Karola Adamieckiego",5,41300,8c6af5fe9b9e510caad17170faf5a6382fffdb65
208861,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Ząbkowicka,132,41300,ef914cd7d2ad774eb2b64da5677e595977ccf127
208879,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Rudna,34A,41300,0c48783e66d14356ed6b05833839512766bf55a3
208949,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Willowa,1,41300,575d9b51f96859d5dfbdf603734335735573beb3
208959,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Sztygarska,2,41300,5306cbfe8d46372e8f143d2e1538e44b525701d5
209041,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Mickiewicza,19,41300,ae1cb9c2710a13717f52a8e67947b388b4de99c9
209061,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Ząbkowicka,59,41300,5da484815e0415cdf904246c06a4b4a1d86d4e29
209117,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","3 Maja",2,41300,79cee745fe54c16ac88b942b65660fd75f43787c
209227,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Ludowa,11,41300,a0b26d7a2cef7983f5c255850d3d474dcd7fcfb2
209310,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Jana Ziemby",10,41300,9faee75207913c3c56d37b24a6522a3203b01efa
209386,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Modrzejowska,23,41300,662af27e1c554cb018276d37ab75b30d53802ec2
209454,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Jana Długosza",17,41300,44236e47088645a04b2492d3c0d2c5d6475f02e8
209505,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Korzeniec,9e,41300,556f9aa81ca9100fea81a8cbeafcd591f342594c
209613,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Aleksandra Puszkina",25,41300,303fbe719b64170d62a0e4a43968315f3d9a0d73
209942,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Gołonoska,40,41300,bd65e651df1dfac0bb7111fd7670cfd73e85dcda
210016,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Parkowa,98A,41303,9000cd873e83ba405adcdd6aade3849047b1edc5
210031,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Tysiąclecia,3,41300,4f44d4c6829a1748533f312708710d193be6f959
210125,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Ząbkowicka,113,41300,6bd2f335a19c98d0bb815457449f384fb2b1159f
210148,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Ujejska,12f,41300,0b33c8707b2c7fb7ba3bfd7b164e9f53b7d19ad4
210178,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Wyzwolenia,5,41300,04a4ff772914f06a861e732efc691cfaca1e59c6
210293,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Dębowa,93,41300,5a2106001c571bcbb1070096c8f0c3ff90f05f7e
210404,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Górnicza,20,41300,d7d2c235ab43263f827f12ad40ebb7b128143fc3
210479,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Strzemieszycka,229,41300,4cbf085f02558dad18b419c3d36d7ffc038adc26
210661,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Jodłowa,10,41300,0bece8d957e9b2a47bfcf2c0dc4acdba6c6015d8
210754,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Aleksandra Fredry",8,41300,331332510acfcf3eaf32af5b4b4498ea62abfc12
210783,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Andrzeja Frycza-Modrzewskiego",12a,41300,b461f653b0d1312741872c480cee1ba936fdf2b4
210975,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Białej Przemszy",84,41300,8efe33c4fe0a93d6d0de8d76b577a48afdfa60c9
210998,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Harcerska,5,41300,500f3a03c231487f21113a8583c3bdd91d0596c9
211225,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Aleksandra Puszkina",42,41300,e05e22ce8ecdb59616f4aa116697b5a901d9290c
211313,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Korzeniec,24B,41300,2e26cda6ffb885012b3c86fc103bd56339e29f0e
211317,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Tysiąclecia,23,41300,8b7465af7e1cb9b30a0ed609bfb7298fc6c5a830
211323,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Robotnicza,33,41300,7e001a0e52d31732dfe3887f4bbd5c466cba13ca
211409,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Łączna,22,41300,cdd6fc1b1c0acd23f65f0de33e102c2d2438dab4
211709,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Strzemieszycka,252,41300,af51bd1c4ee9dc7ee333d5b9acc4a4942545a759
211788,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Główna,138a,41300,48b03d303edb265b6bdc6ea7766a9c2581c6b292
211800,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Jaśminowa,11,41300,7d364a81811fe12231bbe5d52939185b698d87d3
211935,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Ząbkowicka,62,41300,e49216da01251f0f1be53943091284becaea3a1d
211961,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Związku Orła Białego",140,41300,d4b2fe22aa637b492e8990013c05ba90f8b3fcc9
211993,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Anna,12,41300,ded86060b1f05f274911a437707eda4e86ba00bc
212097,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Stacyjna,9,41300,44a3c18ae7e76d0db9566d4d4c5f1bb1ed062717
212171,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Zagłębiowska,24,41300,bdc4fa2b330b0d97e365c74deaff6b47876e7df0
212413,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Marii Skłodowskiej-Curie",10,41300,da12b5443d440b54f644868ec22b0a9f6caa391f
212492,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Podlesie,2,41300,c852661ffd300fcb43bf88d7a3f41a9485f6869a
212498,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Jasna,3,41300,beccd79078dc8f28ddc197f56ccb302fb7111aaf
212510,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Ząbkowicka,42,41300,a4bdcc6dd9903f96a3eaec3a3948bbcd186ae980
212513,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Szkotnica,2,41300,b968aff4f3bd92a8f34fc39a4dddd326b27b7e0b
212731,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Strzemieszycka,425,41300,d0f387134c23d625f0dac809cb69b051e5d82ab1
212833,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","3 Maja",14a,41300,e91f4f28478f019ecdb0044a8d9b4934f3594a57
213070,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza","Ofiar Katynia",54,41300,9229d90f66ec0a1b89945a39f640c47387c85a65
213105,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Wilgowa,23,41300,cfc54671b2d544783b92d885933672f2bfbcccf0
213195,Polska,"Dąbrowa Górnicza","Dąbrowa Górnicza","Dąbrowa Górnicza",Przymiarki,10,41300,6c2efe50388c94d9bc321009de8c31518ecf84b9
213375,Polska,Bielsko-Biała,Bielsko-Biała,Bielsko-Biała,Krakowska,335a,43300,77a97f5e24347b6a4d94c85ec573f7458a0869ff
213491,Polska,cieszyński,Strumień,Strumień,Tęczowa,7A,43246,6161e8d4b20988044b1c581eadd19cc557a6f97f
